date,airline,origin,destination,scheduled_departure,actual_departure,scheduled_arrival,actual_arrival,departure_delay,arrival_delay,flight_duration,distance,delay_category,day_of_week,month,hour
2024-04-30 05:00:00,BA,JFK,LAX,1405,1385,1685,1641,-20,-44,2.8,2254,Early/On-time,Tuesday,4,5
2024-04-30 06:00:00,LH,FRA,DXB,858,940,1278,1357,82,79,4.2,3335,Major Delay,Tuesday,4,6
2024-04-30 07:00:00,LH,JFK,LHR,1151,1146,1381,1365,-5,-16,2.3,1817,Early/On-time,Tuesday,4,7
2024-04-30 08:00:00,LH,HKG,HKG,1757,1785,2097,2111,28,14,3.4,2704,Moderate Delay,Tuesday,4,8
2024-04-30 09:00:00,SQ,CDG,SYD,405,473,465,525,68,60,0.6,500,Major Delay,Tuesday,4,9
2024-04-30 10:00:00,KA,JFK,SYD,2328,2361,2518,2541,33,23,1.9,1499,Moderate Delay,Tuesday,4,10
2024-04-30 11:00:00,CX,DXB,DXB,736,736,826,830,0,4,0.9,727,Early/On-time,Tuesday,4,11
2024-04-30 12:00:00,LH,SIN,SIN,211,218,411,429,7,18,2.0,1625,Minor Delay,Tuesday,4,12
2024-04-30 13:00:00,EK,NRT,LAX,108,94,418,401,-14,-17,3.1,2471,Early/On-time,Tuesday,4,13
2024-04-30 14:00:00,QF,SYD,SYD,1840,1876,2010,2041,36,31,1.7,1395,Moderate Delay,Tuesday,4,14
2024-04-30 15:00:00,AA,HKG,CDG,748,774,1108,1130,26,22,3.6,2863,Moderate Delay,Tuesday,4,15
2024-04-30 16:00:00,EK,SYD,JFK,118,113,258,242,-5,-16,1.4,1143,Early/On-time,Tuesday,4,16
2024-04-30 17:00:00,CX,SIN,FRA,1816,1796,2176,2144,-20,-32,3.6,2885,Early/On-time,Tuesday,4,17
2024-04-30 18:00:00,SQ,LAX,JFK,53,33,462,426,-20,-36,4.1,3309,Early/On-time,Tuesday,4,18
2024-04-30 19:00:00,CX,HKG,LAX,2147,2186,2527,2553,39,26,3.8,3013,Moderate Delay,Tuesday,4,19
2024-04-30 20:00:00,AA,LHR,CDG,1243,1256,1453,1482,13,29,2.1,1655,Minor Delay,Tuesday,4,20
2024-04-30 21:00:00,QF,HKG,JFK,2231,2247,2291,2301,16,10,0.6,500,Moderate Delay,Tuesday,4,21
2024-04-30 22:00:00,AA,SIN,FRA,1934,1920,2254,2211,-14,-43,3.2,2582,Early/On-time,Tuesday,4,22
2024-04-30 23:00:00,UA,NRT,HKG,1613,1593,1843,1818,-20,-25,2.3,1874,Early/On-time,Tuesday,4,23
2024-05-01 00:00:00,QF,HKG,NRT,248,286,378,401,38,23,1.3,1021,Moderate Delay,Wednesday,5,0
2024-05-01 01:00:00,CX,SIN,HKG,853,864,1033,1044,11,11,1.8,1443,Minor Delay,Wednesday,5,1
2024-05-01 02:00:00,LH,FRA,NRT,415,452,845,882,37,37,4.3,3434,Moderate Delay,Wednesday,5,2
2024-05-01 03:00:00,CX,CDG,SIN,520,519,630,629,-1,-1,1.1,862,Early/On-time,Wednesday,5,3
2024-05-01 04:00:00,CX,JFK,SIN,311,313,621,623,2,2,3.1,2468,Minor Delay,Wednesday,5,4
2024-05-01 05:00:00,QF,FRA,SIN,1659,1690,1939,1967,31,28,2.8,2217,Moderate Delay,Wednesday,5,5
2024-05-01 06:00:00,UA,SIN,JFK,2023,2054,2233,2250,31,17,2.1,1642,Moderate Delay,Wednesday,5,6
2024-05-01 07:00:00,CX,DXB,SIN,2033,2066,2363,2396,33,33,3.3,2644,Moderate Delay,Wednesday,5,7
2024-05-01 08:00:00,EK,LAX,NRT,2007,2008,2457,2468,1,11,4.5,3632,Minor Delay,Wednesday,5,8
2024-05-01 09:00:00,BA,JFK,HKG,1543,1571,1753,1799,28,46,2.1,1704,Moderate Delay,Wednesday,5,9
2024-05-01 10:00:00,DL,DXB,DXB,1520,1563,1740,1781,43,41,2.2,1756,Moderate Delay,Wednesday,5,10
2024-05-01 11:00:00,DL,NRT,SYD,2147,2153,2477,2482,6,5,3.3,2622,Minor Delay,Wednesday,5,11
2024-05-01 12:00:00,CX,SYD,NRT,1007,1002,1367,1367,-5,0,3.6,2918,Early/On-time,Wednesday,5,12
2024-05-01 13:00:00,EK,LHR,HKG,127,177,357,421,50,64,2.3,1872,Moderate Delay,Wednesday,5,13
2024-05-01 14:00:00,LH,JFK,HKG,1615,1606,1825,1812,-9,-13,2.1,1694,Early/On-time,Wednesday,5,14
2024-05-01 15:00:00,SQ,FRA,SYD,1409,1437,1469,1503,28,34,0.6,500,Moderate Delay,Wednesday,5,15
2024-05-01 16:00:00,SQ,LAX,CDG,1751,1759,1901,1901,8,0,1.5,1221,Minor Delay,Wednesday,5,16
2024-05-01 17:00:00,QF,DXB,DXB,914,894,1024,1007,-20,-17,1.1,860,Early/On-time,Wednesday,5,17
2024-05-01 18:00:00,DL,SIN,CDG,503,546,843,895,43,52,3.4,2684,Moderate Delay,Wednesday,5,18
2024-05-01 19:00:00,CX,JFK,CDG,2025,2005,2245,2213,-20,-32,2.2,1756,Early/On-time,Wednesday,5,19
2024-05-01 20:00:00,SQ,SYD,HKG,1514,1494,1724,1699,-20,-25,2.1,1716,Early/On-time,Wednesday,5,20
2024-05-01 21:00:00,CX,SIN,FRA,435,460,685,719,25,34,2.5,1990,Moderate Delay,Wednesday,5,21
2024-05-01 22:00:00,QF,DXB,LHR,1131,1156,1271,1302,25,31,1.4,1129,Moderate Delay,Wednesday,5,22
2024-05-01 23:00:00,DL,LAX,NRT,542,533,982,983,-9,1,4.4,3553,Early/On-time,Wednesday,5,23
2024-05-02 00:00:00,AA,HKG,JFK,1337,1351,1747,1769,14,22,4.1,3298,Minor Delay,Thursday,5,0
2024-05-02 01:00:00,BA,SYD,CDG,2203,2183,2653,2630,-20,-23,4.5,3618,Early/On-time,Thursday,5,1
2024-05-02 02:00:00,BA,SIN,SIN,1540,1571,1880,1932,31,52,3.4,2683,Moderate Delay,Thursday,5,2
2024-05-02 03:00:00,SQ,SYD,JFK,608,625,858,876,17,18,2.5,1970,Moderate Delay,Thursday,5,3
2024-05-02 04:00:00,BA,NRT,LAX,134,142,584,562,8,-22,4.5,3614,Minor Delay,Thursday,5,4
2024-05-02 05:00:00,AA,SIN,FRA,554,564,714,722,10,8,1.6,1319,Minor Delay,Thursday,5,5
2024-05-02 06:00:00,CX,JFK,JFK,827,851,967,987,24,20,1.4,1128,Moderate Delay,Thursday,5,6
2024-05-02 07:00:00,QF,HKG,SYD,636,645,806,822,9,16,1.7,1398,Minor Delay,Thursday,5,7
2024-05-02 08:00:00,AA,HKG,LHR,146,126,466,442,-20,-24,3.2,2522,Early/On-time,Thursday,5,8
2024-05-02 09:00:00,QF,LHR,DXB,1859,1934,2009,2094,75,85,1.5,1237,Major Delay,Thursday,5,9
2024-05-02 10:00:00,QF,SYD,SYD,708,754,938,989,46,51,2.3,1844,Moderate Delay,Thursday,5,10
2024-05-02 11:00:00,DL,FRA,CDG,1001,981,1061,1031,-20,-30,0.6,500,Early/On-time,Thursday,5,11
2024-05-02 12:00:00,CX,HKG,FRA,302,302,612,611,0,-1,3.1,2481,Early/On-time,Thursday,5,12
2024-05-02 13:00:00,EK,HKG,FRA,1557,1559,1617,1612,2,-5,0.6,500,Minor Delay,Thursday,5,13
2024-05-02 14:00:00,BA,NRT,CDG,1752,1794,1882,1925,42,43,1.3,1067,Moderate Delay,Thursday,5,14
2024-05-02 15:00:00,EK,CDG,LHR,1243,1223,1643,1616,-20,-27,4.0,3217,Early/On-time,Thursday,5,15
2024-05-02 16:00:00,DL,NRT,HKG,447,443,847,843,-4,-4,4.0,3180,Early/On-time,Thursday,5,16
2024-05-02 17:00:00,QF,NRT,JFK,104,84,404,382,-20,-22,3.0,2374,Early/On-time,Thursday,5,17
2024-05-02 18:00:00,SQ,CDG,SIN,1009,1010,1289,1289,1,0,2.8,2275,Minor Delay,Thursday,5,18
2024-05-02 19:00:00,BA,SYD,CDG,27,23,207,223,-4,16,1.8,1469,Early/On-time,Thursday,5,19
2024-05-02 20:00:00,BA,SIN,SIN,1214,1226,1364,1373,12,9,1.5,1227,Minor Delay,Thursday,5,20
2024-05-02 21:00:00,CX,LAX,JFK,413,405,613,586,-8,-27,2.0,1637,Early/On-time,Thursday,5,21
2024-05-02 22:00:00,UA,FRA,LHR,1745,1733,1805,1803,-12,-2,0.6,500,Early/On-time,Thursday,5,22
2024-05-02 23:00:00,KA,HKG,HKG,1322,1350,1602,1640,28,38,2.8,2252,Moderate Delay,Thursday,5,23
2024-05-03 00:00:00,KA,LHR,DXB,1212,1235,1472,1476,23,4,2.6,2048,Moderate Delay,Friday,5,0
2024-05-03 01:00:00,KA,FRA,LHR,615,641,745,764,26,19,1.3,1066,Moderate Delay,Friday,5,1
2024-05-03 02:00:00,UA,SIN,SIN,729,733,1179,1187,4,8,4.5,3568,Minor Delay,Friday,5,2
2024-05-03 03:00:00,CX,CDG,FRA,1739,1732,2069,2067,-7,-2,3.3,2606,Early/On-time,Friday,5,3
2024-05-03 04:00:00,UA,FRA,FRA,607,613,947,953,6,6,3.4,2691,Minor Delay,Friday,5,4
2024-05-03 05:00:00,KA,HKG,LAX,1916,1941,2106,2131,25,25,1.9,1512,Moderate Delay,Friday,5,5
2024-05-03 06:00:00,DL,FRA,NRT,1629,1609,1879,1850,-20,-29,2.5,1998,Early/On-time,Friday,5,6
2024-05-03 07:00:00,AA,LAX,SYD,1516,1537,1846,1844,21,-2,3.3,2627,Moderate Delay,Friday,5,7
2024-05-03 08:00:00,QF,CDG,SYD,1034,1053,1304,1343,19,39,2.7,2152,Moderate Delay,Friday,5,8
2024-05-03 09:00:00,UA,FRA,CDG,1800,1811,2250,2252,11,2,4.5,3601,Minor Delay,Friday,5,9
2024-05-03 10:00:00,CX,HKG,SIN,48,53,268,274,5,6,2.2,1796,Minor Delay,Friday,5,10
2024-05-03 11:00:00,CX,HKG,SYD,2057,2037,2247,2226,-20,-21,1.9,1495,Early/On-time,Friday,5,11
2024-05-03 12:00:00,EK,FRA,SYD,723,720,1053,1058,-3,5,3.3,2634,Early/On-time,Friday,5,12
2024-05-03 13:00:00,AA,SYD,LHR,47,110,137,201,63,64,0.9,735,Major Delay,Friday,5,13
2024-05-03 14:00:00,SQ,LHR,DXB,848,858,1218,1229,10,11,3.7,2924,Minor Delay,Friday,5,14
2024-05-03 15:00:00,BA,DXB,SIN,1824,1824,1914,1888,0,-26,0.9,699,Early/On-time,Friday,5,15
2024-05-03 16:00:00,KA,NRT,LAX,2001,2011,2331,2333,10,2,3.3,2638,Minor Delay,Friday,5,16
2024-05-03 17:00:00,SQ,CDG,DXB,824,844,994,1021,20,27,1.7,1351,Moderate Delay,Friday,5,17
2024-05-03 18:00:00,EK,DXB,LAX,2013,2042,2323,2358,29,35,3.1,2476,Moderate Delay,Friday,5,18
2024-05-03 19:00:00,KA,SIN,SIN,938,941,1298,1292,3,-6,3.6,2907,Minor Delay,Friday,5,19
2024-05-03 20:00:00,AA,SIN,HKG,2356,2378,2626,2633,22,7,2.7,2153,Moderate Delay,Friday,5,20
2024-05-03 21:00:00,EK,HKG,HKG,2250,2310,2350,2411,60,61,1.0,800,Moderate Delay,Friday,5,21
2024-05-03 22:00:00,KA,SIN,SYD,1032,1072,1172,1183,40,11,1.4,1103,Moderate Delay,Friday,5,22
2024-05-03 23:00:00,AA,SYD,CDG,16,96,176,245,80,69,1.6,1271,Major Delay,Friday,5,23
2024-05-04 00:00:00,LH,LHR,FRA,1958,1949,2018,2026,-9,8,0.6,500,Early/On-time,Saturday,5,0
2024-05-04 01:00:00,SQ,SIN,LHR,730,790,1120,1194,60,74,3.9,3127,Moderate Delay,Saturday,5,1
2024-05-04 02:00:00,SQ,LAX,SYD,1909,1896,2169,2160,-13,-9,2.6,2110,Early/On-time,Saturday,5,2
2024-05-04 03:00:00,BA,LHR,NRT,1105,1125,1215,1238,20,23,1.1,864,Moderate Delay,Saturday,5,3
2024-05-04 04:00:00,AA,SYD,HKG,38,69,468,480,31,12,4.3,3455,Moderate Delay,Saturday,5,4
2024-05-04 05:00:00,UA,DXB,SYD,924,919,1084,1072,-5,-12,1.6,1298,Early/On-time,Saturday,5,5
2024-05-04 06:00:00,LH,LHR,FRA,337,349,617,627,12,10,2.8,2250,Minor Delay,Saturday,5,6
2024-05-04 07:00:00,DL,LHR,LAX,1436,1473,1586,1616,37,30,1.5,1174,Moderate Delay,Saturday,5,7
2024-05-04 08:00:00,KA,DXB,LAX,1829,1818,1889,1875,-11,-14,0.6,500,Early/On-time,Saturday,5,8
2024-05-04 09:00:00,LH,SYD,JFK,533,593,613,685,60,72,0.8,635,Moderate Delay,Saturday,5,9
2024-05-04 10:00:00,AA,SIN,LHR,417,397,607,582,-20,-25,1.9,1551,Early/On-time,Saturday,5,10
2024-05-04 11:00:00,QF,HKG,CDG,423,491,783,848,68,65,3.6,2898,Major Delay,Saturday,5,11
2024-05-04 12:00:00,KA,CDG,LAX,1748,1788,2038,2085,40,47,2.9,2346,Moderate Delay,Saturday,5,12
2024-05-04 13:00:00,CX,DXB,JFK,255,262,525,518,7,-7,2.7,2140,Minor Delay,Saturday,5,13
2024-05-04 14:00:00,SQ,DXB,HKG,2126,2124,2186,2176,-2,-10,0.6,500,Early/On-time,Saturday,5,14
2024-05-04 15:00:00,AA,DXB,LAX,157,152,567,555,-5,-12,4.1,3270,Early/On-time,Saturday,5,15
2024-05-04 16:00:00,CX,DXB,CDG,326,331,606,611,5,5,2.8,2223,Minor Delay,Saturday,5,16
2024-05-04 17:00:00,BA,CDG,SYD,1754,1762,1994,1999,8,5,2.4,1880,Minor Delay,Saturday,5,17
2024-05-04 18:00:00,EK,CDG,FRA,838,885,1228,1272,47,44,3.9,3132,Moderate Delay,Saturday,5,18
2024-05-04 19:00:00,DL,SIN,NRT,1820,1889,2230,2293,69,63,4.1,3247,Major Delay,Saturday,5,19
2024-05-04 20:00:00,DL,FRA,LAX,918,933,1308,1313,15,5,3.9,3154,Minor Delay,Saturday,5,20
2024-05-04 21:00:00,CX,FRA,NRT,2138,2123,2358,2349,-15,-9,2.2,1752,Early/On-time,Saturday,5,21
2024-05-04 22:00:00,SQ,JFK,NRT,1422,1416,1542,1533,-6,-9,1.2,996,Early/On-time,Saturday,5,22
2024-05-04 23:00:00,BA,DXB,NRT,38,42,408,418,4,10,3.7,2988,Minor Delay,Saturday,5,23
2024-05-05 00:00:00,QF,DXB,DXB,1047,1027,1127,1096,-20,-31,0.8,634,Early/On-time,Sunday,5,0
2024-05-05 01:00:00,SQ,LHR,NRT,1343,1323,1833,1807,-20,-26,4.9,3947,Early/On-time,Sunday,5,1
2024-05-05 02:00:00,LH,FRA,DXB,946,1018,1196,1266,72,70,2.5,2027,Major Delay,Sunday,5,2
2024-05-05 03:00:00,DL,SIN,FRA,1814,1833,1934,1952,19,18,1.2,939,Moderate Delay,Sunday,5,3
2024-05-05 04:00:00,LH,HKG,NRT,2342,2328,2442,2435,-14,-7,1.0,768,Early/On-time,Sunday,5,4
2024-05-05 05:00:00,KA,JFK,JFK,2001,2035,2091,2121,34,30,0.9,722,Moderate Delay,Sunday,5,5
2024-05-05 06:00:00,UA,JFK,NRT,1534,1514,1804,1791,-20,-13,2.7,2140,Early/On-time,Sunday,5,6
2024-05-05 07:00:00,AA,SIN,SIN,750,730,1000,983,-20,-17,2.5,1993,Early/On-time,Sunday,5,7
2024-05-05 08:00:00,BA,HKG,LHR,119,105,219,204,-14,-15,1.0,764,Early/On-time,Sunday,5,8
2024-05-05 09:00:00,SQ,LHR,JFK,2227,2286,2437,2487,59,50,2.1,1643,Moderate Delay,Sunday,5,9
2024-05-05 10:00:00,DL,CDG,CDG,656,658,736,745,2,9,0.8,632,Minor Delay,Sunday,5,10
2024-05-05 11:00:00,LH,NRT,LAX,1857,1837,2177,2148,-20,-29,3.2,2589,Early/On-time,Sunday,5,11
2024-05-05 12:00:00,EK,FRA,FRA,614,660,854,900,46,46,2.4,1945,Moderate Delay,Sunday,5,12
2024-05-05 13:00:00,KA,DXB,FRA,1415,1415,1615,1615,0,0,2.0,1621,Early/On-time,Sunday,5,13
2024-05-05 14:00:00,AA,SIN,SIN,732,712,822,800,-20,-22,0.9,711,Early/On-time,Sunday,5,14
2024-05-05 15:00:00,AA,FRA,SIN,1346,1346,1556,1553,0,-3,2.1,1699,Early/On-time,Sunday,5,15
2024-05-05 16:00:00,SQ,DXB,SIN,11,36,211,228,25,17,2.0,1585,Moderate Delay,Sunday,5,16
2024-05-05 17:00:00,BA,NRT,SIN,1238,1260,1528,1534,22,6,2.9,2317,Moderate Delay,Sunday,5,17
2024-05-05 18:00:00,QF,NRT,SIN,238,301,508,585,63,77,2.7,2167,Major Delay,Sunday,5,18
2024-05-05 19:00:00,EK,CDG,HKG,2042,2027,2392,2373,-15,-19,3.5,2792,Early/On-time,Sunday,5,19
2024-05-05 20:00:00,SQ,SYD,SYD,519,530,709,719,11,10,1.9,1515,Minor Delay,Sunday,5,20
2024-05-05 21:00:00,LH,NRT,FRA,1828,1818,1888,1877,-10,-11,0.6,500,Early/On-time,Sunday,5,21
2024-05-05 22:00:00,UA,FRA,SIN,1442,1422,1812,1802,-20,-10,3.7,2991,Early/On-time,Sunday,5,22
2024-05-05 23:00:00,CX,LAX,LAX,348,384,478,533,36,55,1.3,1063,Moderate Delay,Sunday,5,23
2024-05-06 00:00:00,QF,LAX,HKG,2002,2025,2112,2136,23,24,1.1,893,Moderate Delay,Monday,5,0
2024-05-06 01:00:00,BA,DXB,JFK,247,265,487,504,18,17,2.4,1956,Moderate Delay,Monday,5,1
2024-05-06 02:00:00,KA,DXB,JFK,304,326,594,605,22,11,2.9,2302,Moderate Delay,Monday,5,2
2024-05-06 03:00:00,QF,SYD,DXB,459,449,639,615,-10,-24,1.8,1469,Early/On-time,Monday,5,3
2024-05-06 04:00:00,DL,LAX,SYD,1701,1681,1881,1844,-20,-37,1.8,1461,Early/On-time,Monday,5,4
2024-05-06 05:00:00,BA,DXB,JFK,922,933,1122,1126,11,4,2.0,1608,Minor Delay,Monday,5,5
2024-05-06 06:00:00,UA,NRT,SIN,725,769,1155,1179,44,24,4.3,3416,Moderate Delay,Monday,5,6
2024-05-06 07:00:00,DL,DXB,FRA,1125,1183,1375,1443,58,68,2.5,1997,Moderate Delay,Monday,5,7
2024-05-06 08:00:00,QF,JFK,DXB,2106,2139,2236,2273,33,37,1.3,1032,Moderate Delay,Monday,5,8
2024-05-06 09:00:00,CX,SYD,LHR,259,269,389,397,10,8,1.3,1042,Minor Delay,Monday,5,9
2024-05-06 10:00:00,CX,SIN,HKG,1709,1727,1929,1958,18,29,2.2,1749,Moderate Delay,Monday,5,10
2024-05-06 11:00:00,UA,HKG,LHR,2204,2214,2484,2484,10,0,2.8,2237,Minor Delay,Monday,5,11
2024-05-06 12:00:00,AA,LHR,LHR,746,726,1056,1028,-20,-28,3.1,2483,Early/On-time,Monday,5,12
2024-05-06 13:00:00,EK,HKG,SIN,11,21,281,272,10,-9,2.7,2124,Minor Delay,Monday,5,13
2024-05-06 14:00:00,KA,HKG,LHR,1331,1311,1471,1458,-20,-13,1.4,1158,Early/On-time,Monday,5,14
2024-05-06 15:00:00,AA,CDG,LHR,2141,2147,2341,2339,6,-2,2.0,1576,Minor Delay,Monday,5,15
2024-05-06 16:00:00,CX,SIN,JFK,2230,2289,2570,2629,59,59,3.4,2733,Moderate Delay,Monday,5,16
2024-05-06 17:00:00,CX,DXB,CDG,1221,1255,1331,1375,34,44,1.1,853,Moderate Delay,Monday,5,17
2024-05-06 18:00:00,LH,CDG,DXB,1116,1099,1306,1302,-17,-4,1.9,1534,Early/On-time,Monday,5,18
2024-05-06 19:00:00,DL,HKG,LHR,219,226,539,546,7,7,3.2,2597,Minor Delay,Monday,5,19
2024-05-06 20:00:00,QF,JFK,SYD,1719,1704,2079,2067,-15,-12,3.6,2875,Early/On-time,Monday,5,20
2024-05-06 21:00:00,KA,LHR,LAX,2042,2050,2272,2271,8,-1,2.3,1807,Minor Delay,Monday,5,21
2024-05-06 22:00:00,UA,HKG,DXB,1207,1248,1407,1464,41,57,2.0,1588,Moderate Delay,Monday,5,22
2024-05-06 23:00:00,QF,LAX,SYD,1446,1475,1526,1554,29,28,0.8,677,Moderate Delay,Monday,5,23
2024-05-07 00:00:00,LH,SIN,LAX,933,1017,1253,1337,84,84,3.2,2525,Major Delay,Tuesday,5,0
2024-05-07 01:00:00,CX,SIN,LHR,48,93,457,498,45,41,4.1,3318,Moderate Delay,Tuesday,5,1
2024-05-07 02:00:00,UA,SIN,CDG,522,538,1092,1119,16,27,5.7,4565,Moderate Delay,Tuesday,5,2
2024-05-07 03:00:00,CX,SYD,NRT,837,867,1137,1168,30,31,3.0,2386,Moderate Delay,Tuesday,5,3
2024-05-07 04:00:00,KA,SYD,FRA,952,955,1192,1202,3,10,2.4,1949,Minor Delay,Tuesday,5,4
2024-05-07 05:00:00,DL,NRT,SYD,1427,1407,1567,1550,-20,-17,1.4,1080,Early/On-time,Tuesday,5,5
2024-05-07 06:00:00,QF,FRA,LHR,812,861,872,919,49,47,0.6,500,Moderate Delay,Tuesday,5,6
2024-05-07 07:00:00,QF,LHR,DXB,2228,2268,2498,2547,40,49,2.7,2176,Moderate Delay,Tuesday,5,7
2024-05-07 08:00:00,AA,CDG,JFK,1307,1309,1847,1852,2,5,5.4,4350,Minor Delay,Tuesday,5,8
2024-05-07 09:00:00,UA,DXB,LHR,1010,1028,1420,1429,18,9,4.1,3270,Moderate Delay,Tuesday,5,9
2024-05-07 10:00:00,EK,HKG,NRT,646,693,1036,1074,47,38,3.9,3116,Moderate Delay,Tuesday,5,10
2024-05-07 11:00:00,LH,FRA,LHR,2344,2379,2624,2660,35,36,2.8,2245,Moderate Delay,Tuesday,5,11
2024-05-07 12:00:00,EK,DXB,LHR,117,97,407,396,-20,-11,2.9,2359,Early/On-time,Tuesday,5,12
2024-05-07 13:00:00,AA,CDG,FRA,1349,1366,1409,1442,17,33,0.6,500,Moderate Delay,Tuesday,5,13
2024-05-07 14:00:00,KA,FRA,JFK,524,528,874,861,4,-13,3.5,2762,Minor Delay,Tuesday,5,14
2024-05-07 15:00:00,LH,DXB,SYD,448,491,628,671,43,43,1.8,1420,Moderate Delay,Tuesday,5,15
2024-05-07 16:00:00,DL,JFK,SIN,421,461,581,625,40,44,1.6,1298,Moderate Delay,Tuesday,5,16
2024-05-07 17:00:00,EK,SYD,SIN,1844,1893,2054,2105,49,51,2.1,1676,Moderate Delay,Tuesday,5,17
2024-05-07 18:00:00,DL,CDG,DXB,1834,1814,2044,2034,-20,-10,2.1,1642,Early/On-time,Tuesday,5,18
2024-05-07 19:00:00,EK,LHR,CDG,528,515,688,681,-13,-7,1.6,1282,Early/On-time,Tuesday,5,19
2024-05-07 20:00:00,DL,LAX,LHR,920,963,1170,1204,43,34,2.5,2013,Moderate Delay,Tuesday,5,20
2024-05-07 21:00:00,EK,JFK,DXB,2255,2248,2435,2418,-7,-17,1.8,1441,Early/On-time,Tuesday,5,21
2024-05-07 22:00:00,DL,SYD,CDG,1306,1286,1566,1549,-20,-17,2.6,2100,Early/On-time,Tuesday,5,22
2024-05-07 23:00:00,AA,SIN,SYD,1611,1636,1671,1705,25,34,0.6,512,Moderate Delay,Tuesday,5,23
2024-05-08 00:00:00,BA,SYD,SYD,235,229,455,450,-6,-5,2.2,1785,Early/On-time,Wednesday,5,0
2024-05-08 01:00:00,LH,FRA,JFK,23,86,133,181,63,48,1.1,903,Major Delay,Wednesday,5,1
2024-05-08 02:00:00,UA,NRT,SIN,931,949,1101,1109,18,8,1.7,1358,Moderate Delay,Wednesday,5,2
2024-05-08 03:00:00,KA,JFK,SIN,226,240,496,516,14,20,2.7,2143,Minor Delay,Wednesday,5,3
2024-05-08 04:00:00,SQ,SIN,DXB,431,430,491,487,-1,-4,0.6,500,Early/On-time,Wednesday,5,4
2024-05-08 05:00:00,CX,FRA,FRA,1858,1915,2008,2066,57,58,1.5,1177,Moderate Delay,Wednesday,5,5
2024-05-08 06:00:00,UA,CDG,SIN,931,951,1251,1281,20,30,3.2,2568,Moderate Delay,Wednesday,5,6
2024-05-08 07:00:00,CX,LHR,FRA,1531,1529,1601,1587,-2,-14,0.7,586,Early/On-time,Wednesday,5,7
2024-05-08 08:00:00,LH,SYD,FRA,25,12,495,478,-13,-17,4.7,3777,Early/On-time,Wednesday,5,8
2024-05-08 09:00:00,UA,CDG,SYD,510,517,910,912,7,2,4.0,3204,Minor Delay,Wednesday,5,9
2024-05-08 10:00:00,DL,SIN,JFK,845,826,1035,1019,-19,-16,1.9,1505,Early/On-time,Wednesday,5,10
2024-05-08 11:00:00,DL,FRA,DXB,417,457,567,614,40,47,1.5,1212,Moderate Delay,Wednesday,5,11
2024-05-08 12:00:00,SQ,NRT,LAX,1338,1318,1618,1584,-20,-34,2.8,2201,Early/On-time,Wednesday,5,12
2024-05-08 13:00:00,CX,SYD,DXB,904,909,974,979,5,5,0.7,552,Minor Delay,Wednesday,5,13
2024-05-08 14:00:00,KA,LHR,FRA,115,143,175,211,28,36,0.6,500,Moderate Delay,Wednesday,5,14
2024-05-08 15:00:00,LH,NRT,CDG,410,430,600,602,20,2,1.9,1540,Moderate Delay,Wednesday,5,15
2024-05-08 16:00:00,DL,DXB,CDG,53,42,283,272,-11,-11,2.3,1865,Early/On-time,Wednesday,5,16
2024-05-08 17:00:00,BA,FRA,JFK,934,963,1194,1211,29,17,2.6,2094,Moderate Delay,Wednesday,5,17
2024-05-08 18:00:00,AA,CDG,SYD,2147,2131,2317,2295,-16,-22,1.7,1385,Early/On-time,Wednesday,5,18
2024-05-08 19:00:00,AA,SYD,SYD,810,819,1220,1204,9,-16,4.1,3273,Minor Delay,Wednesday,5,19
2024-05-08 20:00:00,EK,SYD,FRA,241,270,301,343,29,42,0.6,504,Moderate Delay,Wednesday,5,20
2024-05-08 21:00:00,KA,SIN,FRA,1422,1445,1532,1552,23,20,1.1,861,Moderate Delay,Wednesday,5,21
2024-05-08 22:00:00,AA,LHR,NRT,354,344,664,646,-10,-18,3.1,2486,Early/On-time,Wednesday,5,22
2024-05-08 23:00:00,EK,LAX,NRT,1233,1278,1333,1381,45,48,1.0,838,Moderate Delay,Wednesday,5,23
2024-05-09 00:00:00,CX,DXB,FRA,547,559,647,649,12,2,1.0,799,Minor Delay,Thursday,5,0
2024-05-09 01:00:00,DL,NRT,SIN,1916,1948,2186,2207,32,21,2.7,2123,Moderate Delay,Thursday,5,1
2024-05-09 02:00:00,DL,JFK,DXB,1609,1664,1729,1799,55,70,1.2,946,Moderate Delay,Thursday,5,2
2024-05-09 03:00:00,BA,JFK,SIN,2217,2260,2447,2508,43,61,2.3,1866,Moderate Delay,Thursday,5,3
2024-05-09 04:00:00,UA,SYD,SYD,443,486,603,641,43,38,1.6,1300,Moderate Delay,Thursday,5,4
2024-05-09 05:00:00,AA,SIN,LAX,1407,1422,1547,1572,15,25,1.4,1138,Minor Delay,Thursday,5,5
2024-05-09 06:00:00,CX,HKG,DXB,758,791,818,854,33,36,0.6,500,Moderate Delay,Thursday,5,6
2024-05-09 07:00:00,QF,SYD,SIN,425,441,695,697,16,2,2.7,2139,Moderate Delay,Thursday,5,7
2024-05-09 08:00:00,AA,JFK,SIN,2302,2282,2392,2363,-20,-29,0.9,752,Early/On-time,Thursday,5,8
2024-05-09 09:00:00,KA,JFK,HKG,1258,1277,1488,1522,19,34,2.3,1831,Moderate Delay,Thursday,5,9
2024-05-09 10:00:00,UA,DXB,DXB,51,68,241,244,17,3,1.9,1487,Moderate Delay,Thursday,5,10
2024-05-09 11:00:00,AA,CDG,LAX,23,50,243,292,27,49,2.2,1793,Moderate Delay,Thursday,5,11
